Date,baseline,static_0.50,trajectory_0.40,trajectory_0.50,trajectory_0.60,baseline_return,static_0.50_return,trajectory_0.50_return,baseline_position,trajectory_0.50_position
2002-04-15,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-04-16,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-04-17,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-04-18,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-04-19,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-04-22,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-04-23,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-04-24,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-04-25,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-04-26,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-04-29,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-04-30,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-01,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-02,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-03,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-06,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-07,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-08,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-09,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-10,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-13,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-14,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-15,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-16,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-17,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-20,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-21,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-22,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-23,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-24,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-28,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-29,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-30,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-05-31,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-03,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-05,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-06,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-07,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-10,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-11,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-12,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-13,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-14,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-17,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-18,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-19,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-20,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-21,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-24,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-25,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-26,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-27,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-06-28,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-01,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-02,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-03,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-05,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-08,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-09,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-10,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-11,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-12,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-15,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-16,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-17,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-18,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-19,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-22,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-23,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,False,False
2002-07-24,10857.287803978033,10857.287803978033,10857.287803978033,10857.287803978033,10857.287803978033,0.0857287803978033,0.0857287803978033,0.0857287803978033,True,True
2002-07-25,10205.448912617068,10205.448912617068,10205.448912617068,10205.448912617068,10205.448912617068,-0.06003699110952332,-0.06003699110952332,-0.06003699110952332,True,True
2002-07-26,10393.253361274543,10393.253361274543,10393.253361274543,10393.253361274543,10393.253361274543,0.018402370171614058,0.018402370171614058,0.018402370171614058,True,True
2002-07-29,11068.938625520932,11068.938625520932,11068.938625520932,11068.938625520932,11068.938625520932,0.06501191116575722,0.06501191116575722,0.06501191116575722,True,True
2002-07-30,11185.66034543381,11185.66034543381,11185.66034543381,11185.66034543381,11185.66034543381,0.010544978508035152,0.010544978508035152,0.010544978508035152,True,True
2002-07-31,10977.43244822853,10977.43244822853,10977.43244822853,10977.43244822853,10977.43244822853,-0.018615610592027432,-0.018615610592027432,-0.018615610592027432,True,True
2002-08-01,10423.831485357292,10423.831485357292,10423.831485357292,10423.831485357292,10423.831485357292,-0.05043082391826281,-0.05043082391826281,-0.05043082391826281,True,True
2002-08-02,10183.314001900453,10183.314001900453,10183.314001900453,10183.314001900453,10183.314001900453,-0.02307380772556633,-0.02307380772556633,-0.02307380772556633,True,True
2002-08-05,9779.066637627411,9779.066637627411,9779.066637627411,9779.066637627411,9779.066637627411,-0.03969703420689963,-0.03969703420689963,-0.03969703420689963,True,True
2002-08-06,10290.565631145912,10290.565631145912,10290.565631145912,10290.565631145912,10290.565631145912,0.05230550240350951,0.05230550240350951,0.05230550240350951,True,True
2002-08-07,10486.471000735753,10486.471000735753,10486.471000735753,10486.471000735753,10486.471000735753,0.019037376234879222,0.019037376234879222,0.019037376234879222,True,True
2002-08-08,10807.769498560447,10807.769498560447,10807.769498560447,10807.769498560447,10807.769498560447,0.030639334987161204,0.030639334987161204,0.030639334987161204,True,True
2002-08-09,10694.698897941033,10694.698897941033,10694.698897941033,10694.698897941033,10694.698897941033,-0.010461973734217311,-0.010461973734217311,-0.010461973734217311,True,True
2002-08-13,10355.71529103863,10355.71529103863,10355.71529103863,10355.71529103863,10355.71529103863,-0.03169641428312342,-0.03169641428312342,-0.03169641428312342,True,True
2002-08-14,11054.220050869162,11054.220050869162,11054.220050869162,11054.220050869162,11054.220050869162,0.06745113593794794,0.06745113593794794,0.06745113593794794,True,True
2002-08-15,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.006360550394046927,0.006360550394046927,0.006360550394046927,False,False
2002-08-16,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-08-19,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-08-20,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-08-21,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-08-22,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-08-23,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-08-26,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-08-27,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-08-28,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-08-29,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-08-30,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-03,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-04,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-05,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-06,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-09,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-10,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-11,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-12,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-13,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-16,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-17,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-18,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-19,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-20,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-23,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-24,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-25,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-26,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-27,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-09-30,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-10-01,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-10-02,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-10-03,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-10-04,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-10-07,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-10-08,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-10-09,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,11124.5309745696,0.0,0.0,0.0,False,False
2002-10-10,11663.050323181827,11663.050323181827,11663.050323181827,11663.050323181827,11663.050323181827,0.04840827445608897,0.04840827445608897,0.04840827445608897,True,True
2002-10-11,12226.45485166492,12226.45485166492,12226.45485166492,12226.45485166492,12226.45485166492,0.04830679049401443,0.04830679049401443,0.04830679049401443,True,True
2002-10-14,12365.658602123463,12365.658602123463,12365.658602123463,12365.658602123463,12365.658602123463,0.011385454912925086,0.011385454912925086,0.011385454912925086,True,True
2002-10-15,13047.537328482022,13047.537328482022,13047.537328482022,13047.537328482022,13047.537328482022,0.05514293644185386,0.05514293644185386,0.05514293644185386,True,True
2002-10-16,12494.428935387872,12494.428935387872,12494.428935387872,12494.428935387872,12494.428935387872,-0.042391784684665756,-0.042391784684665756,-0.042391784684665756,True,True
2002-10-17,12973.954280902357,12973.954280902357,12973.954280902357,12973.954280902357,12973.954280902357,0.03837913265137938,0.03837913265137938,0.03837913265137938,True,True
2002-10-18,13125.925239243194,13125.925239243194,13125.925239243194,13125.925239243194,13125.925239243194,0.011713541997333765,0.011713541997333765,0.011713541997333765,True,True
2002-10-21,13444.693590884945,13444.693590884945,13444.693590884945,13444.693590884945,13444.693590884945,0.02428540052084971,0.02428540052084971,0.02428540052084971,True,True
2002-10-22,13232.181356457111,13232.181356457111,13232.181356457111,13232.181356457111,13232.181356457111,-0.015806402205544523,-0.015806402205544523,-0.015806402205544523,True,True
2002-10-23,13581.563550655326,13581.563550655326,13581.563550655326,13581.563550655326,13581.563550655326,0.026403975639868404,0.026403975639868404,0.026403975639868404,True,True
2002-10-24,13246.458664196447,13246.458664196447,13246.458664196447,13246.458664196447,13246.458664196447,-0.024673513120123003,-0.024673513120123003,-0.024673513120123003,True,True
2002-10-25,13667.090115286164,13667.090115286164,13667.090115286164,13667.090115286164,13667.090115286164,0.03175425687369815,0.03175425687369815,0.03175425687369815,True,True
2002-10-28,13446.203690741992,13446.203690741992,13446.203690741992,13446.203690741992,13446.203690741992,-0.016161920546431396,-0.016161920546431396,-0.016161920546431396,True,True
2002-10-29,13190.310405875402,13190.310405875402,13190.310405875402,13190.310405875402,13190.310405875402,-0.01903089457456142,-0.01903089457456142,-0.01903089457456142,True,True
2002-10-30,13537.221527580266,13537.221527580266,13537.221527580266,13537.221527580266,13537.221527580266,0.026300451697508054,0.026300451697508054,0.026300451697508054,True,True
2002-10-31,13584.583750369417,13584.583750369417,13584.583750369417,13584.583750369417,13584.583750369417,0.0034986664503240394,0.0034986664503240394,0.0034986664503240394,True,True
2002-11-01,13989.839639278307,13989.839639278307,13989.839639278307,13989.839639278307,13989.839639278307,0.029832043171574618,0.029832043171574618,0.029832043171574618,True,True
2002-11-04,14373.267721162636,14373.267721162636,14373.267721162636,14373.267721162636,14373.267721162636,0.027407610935568094,0.027407610935568094,0.027407610935568094,True,True
2002-11-05,14419.943534925857,14419.943534925857,14419.943534925857,14419.943534925857,14419.943534925857,0.0032474044642261113,0.0032474044642261113,0.0032474044642261113,True,True
2002-11-06,14632.318487548502,14632.318487548502,14632.318487548502,14632.318487548502,14632.318487548502,0.014727862984224682,0.014727862984224682,0.014727862984224682,True,True
2002-11-07,14082.230294168447,14082.230294168447,14082.230294168447,14082.230294168447,14082.230294168447,-0.03759405550447514,-0.03759405550447514,-0.03759405550447514,True,True
2002-11-08,13844.046362170842,13844.046362170842,13844.046362170842,13844.046362170842,13844.046362170842,-0.01691379327152731,-0.01691379327152731,-0.01691379327152731,True,True
2002-11-11,13350.380990722204,13350.380990722204,13350.380990722204,13350.380990722204,13350.380990722204,-0.035659037721629594,-0.035659037721629594,-0.035659037721629594,True,True
2002-11-12,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.010177234632090526,0.010177234632090526,0.010177234632090526,False,False
2002-11-13,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-11-14,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-11-15,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-11-18,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-11-19,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-11-20,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-11-21,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-11-22,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-11-25,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-11-26,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-11-27,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-11-29,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-12-02,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-12-03,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-12-04,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-12-05,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-12-06,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-12-09,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-12-10,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-12-11,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-12-12,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-12-13,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-12-16,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-12-17,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
2002-12-18,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,13486.250950492586,0.0,0.0,0.0,False,False
